MM,Mon,Date,Engine Type,Ship,Pos,Type of Removal,RMV ESN,INST ESN,Stat,Reason,CSR,TSR,P/F,Override,Root Cause,,
1,January,1/10/2019,JT8D-219,952,2,Convenience,728196,,BYH,Aircraft Park,2923,3589,,,,,
1,January,1/10/2019,JT8D-219,936,1,Convenience,726822,,SBD,Aircraft Park,2896,3547,,,,,
1,January,1/10/2019,JT8D-219,936,2,Convenience,725526,,SBD,Aircraft Park,993,1145,,,,,
1,January,1/10/2019,JT8D-219,959,2,LLP,718264,709814,SAV,LLP,7212,9458,,,,,
1,January,1/10/2019,JT8D-219,975,1,UER,725978,709919,ATL,Oil Consumption,3112,3847,,,,,
1,January,1/10/2019,CFM56-5A,3168,1,UER,731756,731627,SLC,Performance,1163,2608,,,,,
1,January,1/11/2019,CF6-80E1A4,3325,2,Convenience,811482,811766,ATL,Stagger,2521,17014,,,,,
1,January,1/11/2019,JT8D-219,979,2,UER,725635,725959,ATL,Failed BSI,5194,6574,,,,,
1,January,1/11/2019,JT8D-219,958,1,UER,726077,725558,CVG,Turbine Blades,4741,6019,,,,,
1,January,1/12/2019,PW4168,3301,2,UER,733627,733425,DTW,FOD,16,125,,,,,
1,January,1/12/2019,CFM56-7B,3731,1,LLP,876389,876435,CVG,LLP,6610,18474,,,,,
1,January,1/13/2019,BR715,9529,1,UER,13154,13265,ATL,Turbine Blades,857,1288,,,,,
1,January,1/13/2019,JT8D-219,9009,2,UER,725373,725861,ATL,Vibration,822,935,,,,,
1,January,1/14/2019,JT8D-219,904,1,UER,725534,718214,ATL,Turbine Blades,2704,3296,,,,,
1,January,1/16/2019,CF6-80C2B8F,1801,1,LLP,706121,704953,ATL,LLP,957,7149,,,,,
1,January,1/16/2019,V2500,9205,2,Convenience,V20007,,BYH,Harvest,4813,8182,,,,,
1,January,1/16/2019,V2500,9205,1,Convenience,V20197,,BYH,Harvest,806,1291,,,,,
1,January,1/16/2019,JT8D-219,922,1,UER,725774,717352,ATL,Failed BSI,806,1291,,,,,
1,January,1/16/2019,CFM56-7B,3759,2,LLP,875678,888108,LAX,LLP,6288,18370,,,,,
1,January,1/17/2019,CF6-80C2B8F,1817,1,Convenience,706174,,ILN,Stagger,550,3980,,,,,
1,January,1/17/2019,CF6-80C2B8F,1817,2,Convenience,704896,,ILN,Stagger,43,294,,,,,
1,January,1/17/2019,V2500,9244,1,Convenience,V20171,,BYH,Harvest,320,495,,,,,
1,January,1/17/2019,V2500,9244,2,Convenience,V20227,,BYH,Harvest,5173,8842,,,,,
1,January,1/19/2019,CF6-80C2B6F,1601,1,UER,703182,706131,ATL,VSV Hospital,1915,14563,,,,,
1,January,1/19/2019,PW2000,697,1,UER,716459,728777,MSP,Metal in oil,4169,10565,,,,,
1,January,1/19/2019,PW4060,185,1,UER,727726,733823,ATL,Gearbox,2944,23018,,,,,
1,January,1/20/2019,JT8D-219,982,2,UER,718059,725526,ATL,Vibration,541,615,,,,,
1,January,1/21/2019,BR715,9526,1,UER,13145,13202,ATL,Failed BSI,7775,10405,,,,,
1,January,1/22/2019,PW4060,183,1,LLP,724140,727718,ATL,LLP,2459,19247,,,,,
1,January,1/22/2019,JT8D-219,972,2,LLP,728225,716713,MEM,LLP,2725,3259,,,,,
1,January,1/22/2019,CFM56-7B,3766,2,LLP,876176,876469,CVG,LLP,7735,22631,,,,,
1,January,1/23/2019,BR715,9575,2,UER,13332,13425,ATL,Turbine Blades,8551,11260,,,,,
1,January,1/23/2019,PW2000,660,2,UER,726700,727153,MSP,Failed BSI,1408,3104,,,,,
1,January,1/23/2019,CFM56-5A,3168,1,UER,731627,733220,SLC,Vibration,46,93,,,,,
1,January,1/23/2019,PW4168,3321,2,Planned,733592,733604,ATL,FMP,3410,26981,,,,,
1,January,1/24/2019,BR715,9553,2,UER,13136,13229,ORD,Failed BSI,8913,11739,,,,,
1,January,1/24/2019,V2500,9230,2,UER,V20185,V20048,MSP,External Engine,1575,2551,,,,,
1,January,1/24/2019,PW4060,193,2,LLP,727754,733809,ATL,LLP,1010,6842,,,,,
1,January,1/24/2019,JT8D-219,9009,1,UER,728009,726880,ATL,Internal Damage,2573,3108,,,,,
1,January,1/25/2019,JT8D-219,976,2,LLP,725380,725731,MEM,LLP,5604,7107,,,,,
1,January,1/26/2019,CFM56-7B,3734,1,UER,876581,889495,DEN,Oil Leak,3186,8877,,,,,
1,January,1/27/2019,CF6-80C2B6,1506,2,LLP,695446,690362,ATL,LLP,1442,9952,,,,,
1,January,1/28/2019,PW2000,5815,1,UER,727179,728848,ATL,Odor in Cabin,234,827,,,,,
1,January,1/28/2019,PW2000,695,2,Convenience,728745,716569,ATL,Lease Return,3327,9906,,,,,
1,January,1/30/2019,JT8D-219,992,1,UER,718052,726822,CHS,Metal in oil,3398,4206,,,,,
1,January,1/31/2019,CF6-80C2B8F,1814,2,UER,706447,706120,ATL,CRF Rework,1280,9449,,,,,
2,February,2/1/2019,JT8D-219,999,2,UER,709714,726069,ATL,Failed BSI,3116,3897,,,,,
2,February,2/1/2019,JT8D-219,908,2,UER,725513,709714,MEM,Internal Damage,2143,2580,,,,,
2,February,2/2/2019,BR715,9551,2,UER,13123,13426,ATL,Turbine Blades,8696,12565,,,,,
2,February,2/3/2019,BR715,9550,1,UER,13431,13441,ATL,Turbine Blades,6523,8878,,,,,
2,February,2/3/2019,PW2000,6811,1,UER,728831,727262,MSP,Oil Leak,3640,16512,,,,,
2,February,2/4/2019,BR715,9505,2,UER,13334,13194,ATL,Failed BSI,6785,9278,,,,,
2,February,2/4/2019,JT8D-219,948,2,Convenience,718128,,SBD,Aircraft Park,1578,1849,,,,,
2,February,2/4/2019,JT8D-219,948,1,Convenience,718235,,SBD,Aircraft Park,1372,1608,,,,,
2,February,2/4/2019,PW4168,3352,1,Planned,733541,733639,ATL,FMP,2819,25820,,,,,
2,February,2/5/2019,JT8D-219,9010,2,UER,716778,718268,ATL,Internal Damage,3022,3702,,,,,
2,February,2/5/2019,PW4168,3313,1,Convenience,733637,733305,ATL,Lease Return,3116,19496,,,,,
2,February,2/5/2019,CFM56-7B,3728,1,LLP,888122,874938,CVG,LLP,8855,25220,,,,,
2,February,2/7/2019,V2500,9239,1,Convenience,V20151,,BYH,Harvest,1701,2854,,,,,
2,February,2/7/2019,V2500,9239,2,Convenience,V20200,,BYH,Harvest,2731,4660,,,,,
2,February,2/7/2019,V2500,9249,1,Convenience,V20192,,BYH,Harvest,5935,9852,,,,,
2,February,2/7/2019,V2500,9249,2,Convenience,V20196,,BYH,Harvest,1427,2348,,,,,
2,February,2/9/2019,CFM56-5A,3137,2,UER,733277,733360,SLC,Performance,5864,12122,,,,,
2,February,2/10/2019,BR715,9519,2,UER,13195,13296,ATL,Turbine Blades,8391,11219,,,,,
2,February,2/11/2019,JT8D-219,915,1,UER,726100,725362,ATL,Turbine Blades,830,987,,,,,
2,February,2/12/2019,CF6-80C2B8F,1813,1,UER,706193,704897,ATL,CRF Rework,1438,10693,,,,,
2,February,2/12/2019,JT8D-219,950,1,Convenience,726847,,SBD,Aircraft Park,111,136,,,,,
2,February,2/12/2019,JT8D-219,950,2,Convenience,726924,,SBD,Aircraft Park,2040,2418,,,,,
2,February,2/14/2019,BR715,9581,1,UER,13222,13244,MSP,Compressor Stall,8267,10969,,,,,
2,February,2/14/2019,JT8D-219,958,1,Convenience,725558,726861,MEM,Stagger,180,218,,,,,
2,February,2/14/2019,PW4168,3319,2,UER,733560,733620,ATL,Failed BSI,3204,25404,,,,,
2,February,2/14/2019,CFM56-7B,3701,2,LLP,876583,875977,CVG,LLP,7143,20080,,,,,
2,February,2/15/2019,PW2000,6704,2,UER,716530,716590,MSP,Failed BSI,8346,12078,,,,,
2,February,2/15/2019,JT8D-219,9007,1,UER,725390,718514,ATL,Metal in Tailpipe,351,429,,,,,
2,February,2/17/2019,V2500,9211,2,UER,V20002,V20198,ATL,Acoustic liner,4271,7281,,,,,
2,February,2/17/2019,JT8D-219,987,2,Convenience,726010,726979,MEM,Stagger,1045,1277,,,,,
2,February,2/18/2019,CFM56-7B,3740,1,LLP,889199,876581,CVG,LLP,6695,19907,,,,,
2,February,2/19/2019,BR715,9570,1,UER,13240,13444,ATG,External Engine,1154,1636,,,,,
2,February,2/21/2019,PW2000,695,1,LLP,716592,716415,ATL,LLP,6147,16508,,,,,
2,February,2/21/2019,V2500,9209,2,UER,V20145,V20273,MSP,Failed BSI,9333,15693,,,,,
2,February,2/22/2019,JT8D-219,964,2,UER,718027,717329,ATL,Failed BSI,4083,5046,,,,,
2,February,2/22/2019,PW4168,3321,1,UER,733556,733616,DTW,LPT Campaign,1468,11391,,,,,
2,February,2/24/2019,V2500,9252,2,UER,V20215,V20264,ATL,External Engine,6248,10340,,,,,
2,February,2/25/2019,BR715,9515,2,UER,13196,13256,ATL,Turbine Blades,8671,11578,,,,,
2,February,2/26/2019,JT8D-219,905,1,UER,725528,718273,CVG,High Oil Pressure,4288,5381,,,,,
2,February,2/26/2019,PW4060,186,1,Convenience,727940,727726,ATL,Stagger,910,6849,,,,,
2,February,2/27/2019,PW4168,3357,1,UER,733608,733511,ATL,Failed BSI,3470,31071,,,,,
2,February,2/28/2019,JT8D-219,908,1,UER,716709,726933,ATL,Failed BSI,4402,5551,,,,,
2,February,2/28/2019,V2500,9243,2,Convenience,V20155,,SBD,Harvest,3815,6460,,,,,
2,February,2/28/2019,V2500,9243,1,Convenience,V20188,,SBD,Harvest,1144,1873,,,,,
2,February,2/28/2019,CFM56-7B,3703,1,LLP,876527,875403,CVG,LLP,7987,22322,,,,,
3,March,3/1/2019,JT8D-219,965,1,UER,725953,725878,LGA,Turbine Blades,1685,1982,,,,,
3,March,3/1/2019,CFM56-5A,3151,1,LLP,733221,731569,SLC,LLP,6976,13152,,,,,
3,March,3/2/2019,JT8D-219,953,2,UER,725395,725513,ATL,Oil Leak,851,991,,,,,
3,March,3/2/2019,JT8D-219,979,2,UER,725959,718211,ATL,Oil Leak,4050,5094,,,,,
3,March,3/3/2019,CFM56-7B,3610,1,UER,802607,875145,CVG,Oil Leak,12531,27714,,,,,
3,March,3/3/2019,BR715,9535,2,Convenience,13447,13285,ATL,Lease Return,5646,8147,,,,,
3,March,3/4/2019,JT8D-219,953,2,Convenience,725513,725513,ATL,For Other Maintenance,158,179,,,,,
3,March,3/5/2019,JT8D-219,913,1,LLP,725442,725795,MEM,LLP,3312,4030,,,,,
3,March,3/5/2019,PW4168,3353,2,Planned,733567,733627,ATL,FMP,2943,26631,,,,,
3,March,3/6/2019,CFM56-5A,3170,2,UER,733285,733207,SLC,Performance,9443,18284,,,,,
3,March,3/6/2019,CFM56-7B,3609,1,LLP,888279,876389,ATL,LLP,5247,9584,,,,,
3,March,3/7/2019,JT8D-219,956,1,UER,718148,725653,SAV,Turbine Blades,1305,1482,,,,,
3,March,3/7/2019,CFM56-7B,3742,2,UER,876537,660452,ATL,Oil Leak,5839,16756,,,,,
3,March,3/8/2019,JT8D-219,910,2,UER,725483,726824,MEM,Turbine Blades,538,635,,,,,
3,March,3/8/2019,JT8D-219,995,1,UER,726926,718037,ATL,Failed BSI,4020,5338,,,,,
3,March,3/9/2019,JT8D-2192,960,1,UER,718034,725689,SAV,Turbine Blades,52431,67254,,,,,
3,March,3/9/2019,JT8D-219,993,2,UER,718056,725689,MEM,Turbine Blades,4951,6609,,,,,
3,March,3/9/2019,V2500,9247,2,Scheduled,V20159,V20194,ATL,LLP,8737,14475,,,,,
3,March,3/9/2019,JT8D-219,976,2,Convenience,725731,725731,QRO,For Other Maintenance,257,287,,,,,
3,March,3/9/2019,PW2000,5816,1,UER,728835,728836,MSP,Failed BSI,4973,15518,,,,,
3,March,3/9/2019,PW2000,5654,1,UER,728853,726700,ATL,Metal in Tailpipe,4193,10329,,,,,
3,March,3/10/2019,JT8D-219,997,1,UER,718175,725820,MEM,Turbine Blades,782,925,,,,,
3,March,3/10/2019,V2500,9221,1,UER,V20144,V20194,MSP,Overboost,555,871,,,,,
3,March,3/10/2019,CFM56-5A,3226,1,UER,733265,731582,CVG,Performance,1495,3110,,,,,
3,March,3/11/2019,JT8D-219,9000,1,UER,717843,709724,CVG,Overboost,5271,6698,,,,,
3,March,3/11/2019,PW2000,5806,2,Convenience,728749,728754,MSP,Stagger,2514,8221,,,,,
3,March,3/12/2019,CF6-80C2B8F,1816,1,UER,706385,706254,ATL,CRF Rework,1271,9147,,,,,
3,March,3/13/2019,CF6-80C2B6F,1707,2,UER,704805,704808,ATL,Metal on Chip Detector,340,2525,,,,,
3,March,3/13/2019,JT8D-219,974,1,UER,709937,718150,ATL,External Engine,3951,4866,,,,,
3,March,3/13/2019,JT8D-219,904,2,UER,725495,728006,ATL,Failed BSI,2997,3645,,,,,
3,March,3/15/2019,BR715,9580,1,Convenience,13122,13309,ATL,Lease Return,3667,5250,,,,,
3,March,3/15/2019,JT8D-219,982,1,LLP,718508,718449,SAV,LLP,3157,3908,,,,,
3,March,3/15/2019,PW4060,178,2,LLP,724685,727745,ATL,LLP,3547,27504,,,,,
3,March,3/16/2019,JT8D-219,905,2,LLP,709807,725429,MEM,LLP,4831,6101,,,,,
3,March,3/16/2019,JT8D-219,993,2,UER,725689,717382,ATL,Turbine Blades,5116,6645,,,,,
3,March,3/16/2019,CFM56-5A,3265,1,UER,731332,733343,MSP,HPTB,3693,7778,,,,,
3,March,3/17/2019,BR715,9559,2,UER,13272,13292,ATL,Turbine Blades,2718,3759,,,,,
3,March,3/17/2019,JT8D-219,992,2,UER,725356,717889,SAV,Turbine Blades,4586,5700,,,,,
3,March,3/17/2019,CFM56-5A,3241,2,LLP,733287,731305,DTW,LLP,8634,18767,,,,,
3,March,3/18/2019,JT8D-219,965,2,UER,709999,728196,MEM,Turbine Blades,5069,6372,,,,,
3,March,3/18/2019,JT8D-219,981,2,UER,725793,728229,ATL,Smoke in Cabin,2496,3014,,,,,
3,March,3/18/2019,JT8D-219,981,1,UER,725938,725469,ATL,Smoke in Cabin,1466,1718,,,,,
3,March,3/18/2019,JT8D-219,957,1,UER,728191,725536,ATL,Turbine Blades,1123,1265,,,,,
3,March,3/19/2019,JT8D-219,954,1,Convenience,718026,,SBD,Aircraft Park,2011,2363,,,,,
3,March,3/19/2019,CFM56-7B,3761,1,LLP,888127,876592,CVG,LLP,5295,15188,,,,,
3,March,3/20/2019,CFM56-5A,3157,2,LLP,733232,731464,SLC,LLP,7842,15786,,,,,
3,March,3/21/2019,JT8D-219,961,2,UER,725729,726010,ATL,Oil Consumption,1595,1880,,,,,
3,March,3/21/2019,PW4168,3351,1,UER,733634,733633,DTW,Oil Leak,575,4755,,,,,
3,March,3/22/2019,PW2000,684,2,LLP,716476,716459,SLC,LLP,4489,11465,,,,,
3,March,3/22/2019,PW4060,175,1,Convenience,729177,727893,ATL,Stagger,2317,15812,,,,,
3,March,3/23/2019,PW2000,6710,2,LLP,716398,727179,SLC,LLP,4646,11429,,,,,
3,March,3/23/2019,JT8D-219,9001,2,UER,726835,725558,ATL,Oil Leak,1377,1605,,,,,
3,March,3/24/2019,PW2000,5649,1,UER,728837,727266,ATL,Gearbox,1977,7257,,,,,
3,March,3/24/2019,PW4168,3309,1,UER,733546,733637,ATL,External Engine,919,7190,,,,,
3,March,3/25/2019,JT8D-219,910,1,UER,718129,726031,ATL,Oil Leak,487,586,,,,,
3,March,3/25/2019,JT8D-219,9004,1,UER,725935,726847,MEM,T4 hard time,4909,6080,,,,,
3,March,3/26/2019,CFM56-7B,3721,1,Convenience,877366,802607,CVG,Stagger,9967,27978,,,,,
3,March,3/27/2019,V2500,9214,1,UER,V20010,V20271,ATL,In Flight Shutdown,4798,8163,,,,,
3,March,3/27/2019,CFM56-5B,3028,1,UER,729365,573377,ATL,Bird Strike,2001,4280,,,,,
3,March,3/27/2019,CFM56-7B,3866,2,UER,864573,658277,ATL,Turbine Blades,3028,8660,,,,,
3,March,3/28/2019,JT8D-219,994,1,LLP,717866,725436,SAV,LLP,4020,4976,,,,,
3,March,3/28/2019,JT8D-219,954,2,Convenience,718126,,SBD,Aircraft Park,1653,1964,,,,,
3,March,3/28/2019,V2500,9240,1,Convenience,V20074,,SBD,Harvest,4407,7382,,,,,
3,March,3/28/2019,V2500,9240,2,Convenience,V20099,,SBD,Harvest,4658,7889,,,,,
3,March,3/28/2019,JT8D-219,9018,2,UER,726838,725529,MEM,T4 hard time,4108,5187,,,,,
3,March,3/28/2019,CFM56-5A,3273,1,Convenience,731700,731700,MSP,For Other Maintenance,1944,4054,,,,,
3,March,3/30/2019,JT8D-219,967,2,UER,708570,726053,SAV,T4 hard time,5328,6632,,,,,
3,March,3/30/2019,JT8D-219,985,1,UER,725537,725978,ATL,Turbine Blades,3807,4778,,,,,
3,March,3/31/2019,JT8D-219,969,1,UER,718498,718092,ATL,High Oil Pressure,1469,1688,,,,,
4,April,4/1/2019,JT8D-219,951,1,Convenience,709740,,SBD,Aircraft Park,1499,1771,,,,,
4,April,4/1/2019,JT8D-219,951,2,Convenience,717803,,SBD,Aircraft Park,1122,1411,,,,,
4,April,4/1/2019,PW2000,693,2,UER,726710,727212,ATL,Oil Leak,297,712,,,,,
4,April,4/1/2019,PW2000,674,2,UER,728850,716482,DTW,Bird Strike,3674,9314,,,,,
4,April,4/1/2019,CFM56-5A,3143,2,UER,733193,731677,DTW,Performance,1944,3980,,,,,
4,April,4/2/2019,CFM56-5A,3125,2,UER,733299,733169,MSP,Failed BSI,2312,4832,,,,,
4,April,4/3/2019,JT8D-219,970,2,UER,725914,725419,MEM,T4 hard time,4946,6269,,,,,
4,April,4/3/2019,JT8D-219,974,2,UER,725999,725395,ATL,Turbine Blades,6538,8347,,,,,
4,April,4/3/2019,PW2000,6804,1,UER,727185,727288,LAX,Failed BSI,3319,16349,,,,,
4,April,4/3/2019,CFM56-7B,3758,1,LLP,888411,888560,CVG,LLP,5098,14430,,,,,
4,April,4/4/2019,JT8D-219,977,2,UER,718086,718196,SAV,T4 hard time,1846,2201,,,,,
4,April,4/4/2019,V2500,9241,1,Convenience,V20117,,SBD,Harvest,5310,8908,,,,,
4,April,4/4/2019,V2500,9241,2,Convenience,V20270,,SBD,Harvest,3403,5776,,,,,
4,April,4/4/2019,PW2000,5815,2,Convenience,728728,728727,ATL,Stagger,4688,14628,,,,,
4,April,4/4/2019,PW2000,6822,2,UER,728824,727178,MSP,Failed BSI,2752,9856,,,,,
4,April,4/4/2019,CFM56-5A,3122,2,LLP,731757,731238,SLC,LLP,853,1821,,,,,
4,April,4/5/2019,JT8D-219,999,1,UER,725396,718126,ATL,Turbine Blades,3804,4779,,,,,
4,April,4/5/2019,PW4168,3355,1,Planned,733545,733617,DTW,FMP,1062,9340,,,,,
4,April,4/5/2019,CFM56-7B,3606,1,Convenience,38379,877366,ATL,Stagger,2351,4278,,,,,
4,April,4/6/2019,PW4060,186,2,UER,724178,727620,ATL,Performance,3316,26033,,,,,
4,April,4/7/2019,BR715,9518,1,Convenience,13339,13277,ATL,Stagger,8370,11216,,,,,
4,April,4/7/2019,JT8D-219,9020,2,UER,725466,725745,ATL,Vibration,3016,3656,,,,,
4,April,4/7/2019,JT8D-219,9011,1,UER,726021,728191,ATL,Turbine Blades,5106,6569,,,,,
4,April,4/7/2019,JT8D-219,958,2,UER,728008,718584,MEM,T4 hard time,4784,5990,,,,,
4,April,4/7/2019,CFM56-5A,3274,2,Convenience,731678,731678,DTW,For Other Maintenance,3477,7144,,,,,
4,April,4/8/2019,JT8D-219,977,2,Convenience,718196,,ATG,Harvest,5,6,,,,,
4,April,4/9/2019,JT8D-219,9012,1,UER,726827,709740,ATL,Turbine Blades,823,967,,,,,
4,April,4/10/2019,CFM56-5A,3277,2,LLP,733223,731702,DTW,LLP,8182,15727,,,,,
4,April,4/10/2019,PW4168,3303,1,Planned,733635,733556,ATL,FMP,340,2667,,,,,
4,April,4/11/2019,CFM56-7B,3747,2,LLP,876160,876176,CVG,LLP,5551,16089,,,,,
4,April,4/12/2019,CF6-80C2B6F,1601,2,LLP,704749,704751,ATL,LLP,818,5986,,,,,
4,April,4/12/2019,CF6-80C2B6F,1705,2,LLP,704750,706101,ATL,LLP,2040,15734,,,,,
4,April,4/13/2019,V2500,9260,1,Scheduled,V20064,V20211,ATL,LLP,5271,8908,,,,,
4,April,4/13/2019,JT8D-219,968,2,UER,725368,718059,MEM,T4 hard time,1296,1521,,,,,
4,April,4/14/2019,PW2000,5645,1,LLP,728752,728825,ATL,LLP,3475,11809,,,,,
4,April,4/14/2019,CFM56-5A,3222,1,Convenience,731684,731684,MSP,For Other Maintenance,2982,6154,,,,,
4,April,4/15/2019,JT8D-219,979,1,UER,718082,718154,ATL,Turbine Blades,3407,4127,,,,,
4,April,4/15/2019,PW4060,197,2,Convenience,727465,733822,ATL,Stagger,1524,11325,,,,,
4,April,4/15/2019,CFM56-5A,3123,2,Convenience,731201,731201,MSP,For Other Maintenance,2224,4893,,,,,
4,April,4/2/2019,GE90,7106,1,Planned,906604,906605,ATL,FMP,3768,41769,,,,,
4,April,4/17/2019,JT8D-219,996,2,UER,725438,716765,ATL,External Engine,1122,1310,,,,,
4,April,4/18/2019,PW2000,693,2,Convenience,727212,,MSP,Stagger,76,148,,,,,
4,April,4/18/2019,PW2000,5815,2,UER,728727,728847,LAX,Odor in Cabin,35,119,,,,,
4,April,4/18/2019,JT8D-219,996,1,UER,709945,718235,ATL,Metal in oil,2003,2380,,,,,
4,April,4/19/2019,JT8D-219,922,1,UER,717352,726918,SAV,T4 hard time,0,0,,,,,
4,April,4/19/2019,CFM56-7B,3745,2,LLP,888325,876537,CVG,LLP,5793,16608,,,,,
4,April,4/20/2019,PW2000,696,1,UER,716371,728728,ATL,Performance,4843,11976,,,,,
4,April,4/21/2019,BR715,9561,1,UER,13419,13396,ATL,Turbine Blades,4161,6064,,,,,
4,April,4/21/2019,JT8D-219,9020,1,UER,725530,717822,MEM,T4 hard time,4482,5585,,,,,
4,April,4/22/2019,BR715,9521,1,Convenience,13108,13106,ATL,Lease Return,0,0,,,,,
4,April,4/22/2019,PW2000,5805,2,UER,728704,728812,ATL,Failed BSI,4147,12975,,,,,
4,April,4/23/2019,CF6-80C2B6F,1603,1,LLP,704736,706354,ATL,LLP,2914,22978,,,,,
4,April,4/23/2019,V2500,9210,1,UER,V20199,V20171,PHL,Internal Damage,3985,6700,,,,,
4,April,4/23/2019,JT8D-219,9013,1,UER,725837,725363,MEM,T4 hard time,4763,5946,,,,,
4,April,4/23/2019,PW4168,3301,1,UER,733524,733638,DTW,LPT Campaign,1319,10398,,,,,
4,April,4/25/2019,JT8D-219,997,2,UER,725535,725989,ATL,Turbine Blades,3348,4226,,,,,
4,April,4/25/2019,JT8D-219,916,1,UER,726047,717869,SAV,T4 hard time,2442,2902,,,,,
4,April,4/25/2019,PW4060,191,1,Convenience,729020,724140,ATL,Stagger,2556,17796,,,,,
4,April,4/26/2019,JT8D-219,9008,1,UER,718045,726827,ATL,Compressor Stall,2013,2378,,,,,
4,April,4/26/2019,JT8D-219,9005,2,LLP,718531,718196,ATL,LLP,3436,4183,,,,,
4,April,4/27/2019,JT8D-219,988,1,UER,725603,725396,ATG,T4 hard time,4395,5579,,,,,
4,April,4/27/2019,CFM56-7B,3717,2,LLP,876669,888279,CVG,LLP,10253,28459,,,,,
4,April,4/28/2019,BR715,9569,1,LLP,13201,13240,ATL,LLP,7826,10565,,,,,
4,April,4/28/2019,PW2000,655,1,UER,716564,716560,MCO,Overtemp,1118,1771,,,,,
4,April,4/28/2019,JT8D-219,968,1,UER,726149,718148,ATL,Turbine Blades,2894,3480,,,,,
4,April,4/29/2019,JT8D-219,9001,1,UER,725813,718587,SAV,Turbine Blades,2197,2584,,,,,
4,April,4/29/2019,PW4060,184,2,UER,727440,733821,LAX,Failed BSI,3384,22287,,,,,
4,April,4/29/2019,CFM56-5A,3209,1,UER,733108,733299,MSP,Performance,4096,8334,,,,,
4,April,4/30/2019,JT8D-219,9000,1,LLP,709724,725819,MEM,LLP,2487,2942,,,,,
5,May,5/1/2019,JT8D-219,922,2,LLP,725475,725354,SAV,LLP,3263,3939,,,,,
5,May,5/2/2019,JT8D-219,963,1,UER,717835,718175,ATL,Internal Damage,4074,5073,,,,,
5,May,5/3/2019,CF6-80C2B8F,1809,1,LLP,706239,706385,ATL,LLP,1113,8115,,,,,
5,May,5/3/2019,CF6-80C2B8F,1804,1,Convenience,706431,,CAN,Failed BSI,721,5227,,,,,
5,May,5/3/2019,PW2000,6716,2,UER,716395,727212,MSP,Failed BSI,2,5,,,,,
5,May,5/3/2019,JT8D-219,916,2,UER,718124,718128,MCO,Compressor Stall,1547,1795,,,,,
5,May,5/3/2019,JT8D-219,9002,2,UER,725773,717803,ATL,Oil Consumption,3801,4544,,,,,
5,May,5/4/2019,BR715,9521,2,Convenience,13445,13264,ATL,Stagger,1179,1720,,,,,
5,May,5/4/2019,PW2000,696,1,UER,728728,728727,ATL,Vibration,4744,14721,,,,,
5,May,5/4/2019,CFM56-5A,3251,2,Convenience,731394,733112,MSP,Stagger,3090,6531,,,,,
5,May,5/4/2019,CFM56-7B,3739,2,UER,892702,876527,LAX,Metal on Chip Detector,492,1217,,,,,
5,May,5/5/2019,CF6-80C2B8F,1804,2,Convenience,706247,,CAN,High Time,584,4306,,,,,
5,May,5/5/2019,JT8D-219,947,2,UER,708536,726848,MEM,T4 hard time,52,57,,,,,
5,May,5/5/2019,BR715,9579,1,UER,13207,13356,ATL,Turbine Blades,9025,11877,,,,,
5,May,5/5/2019,JT8D-219,9020,2,UER,725745,709968,ATL,Slow to Accel,117,131,,,,,
5,May,5/5/2019,CFM56-7B,3743,2,LLP,874900,38379,CVG,LLP,0,0,,,,,
5,May,5/6/2019,CFM56-7B,3770,2,UER,876629,854046,ATL,Overtemp,6831,19862,,,,,
5,May,5/7/2019,CF6-80C2B6F,1608,1,UER,706114,704887,SEA,Oil Leak,1657,14683,,,,,
5,May,5/7/2019,V2500,9265,1,Convenience,V20005,,SBD,Stagger,5808,9764,,,,,
5,May,5/7/2019,V2500,9255,2,Convenience,V20024,,SBD,Stagger,6057,10057,,,,,
5,May,5/7/2019,V2500,9204,1,Convenience,V20101,,SBD,Stagger,2349,4189,,,,,
5,May,5/7/2019,PW4168,3306,1,Planned,733564,733559,DTW,FMP,3475,27454,,,,,
5,May,5/8/2019,JT8D-219,906,2,UER,725771,717352,ATL,Turbine Blades,1945,2252,,,,,
5,May,5/8/2019,JT8D-219,956,2,UER,725908,726838,SAV,T4 hard time,2505,2934,,,,,
5,May,5/8/2019,PW2000,6814,1,UER,727214,728831,LAX,Failed BSI,5050,22879,,,,,
5,May,5/9/2019,V2500,9252,2,UER,V20264,V20007,ATL,In Flight Shutdown,2697,4545,,,,,
5,May,5/10/2019,PW2000,5807,2,UER,728778,728839,MSP,Failed BSI,1916,6610,,,,,
5,May,5/11/2019,BR715,9557,1,Convenience,13181,13413,ATL,Stagger T1 blades,8441,11317,,,,,
5,May,5/12/2019,BR715,9529,2,Convenience,13179,13358,ATL,Stagger,4150,5967,,,,,
5,May,5/12/2019,PW2000,680,2,UER,716504,726710,ATL,Failed BSI,5163,12983,,,,,
5,May,5/12/2019,JT8D-219,904,1,UER,718214,718034,MEM,T4 hard time,0,0,,,,,
5,May,5/12/2019,CFM56-5A,3160,2,UER,733328,731394,MSP,Performance,4908,10354,,,,,
5,May,5/13/2019,PW2000,5657,2,UER,716338,716365,ATG,External Engine,6345,14803,,,,,
5,May,5/13/2019,PW4060,178,1,LLP,724166,733782,LAX,LLP,0,0,,,,,
5,May,5/13/2019,JT8D-219,971,2,UER,726002,725530,ATL,Failed BSI,2583,3045,,,,,
