MM,Mon,Date,Engine Type,Ship,Pos,Type of Removal,RMV ESN,INST ESN,Stat,Reason,CSR,TSR,P/F,Override,Root Cause,,
9,September,9/3/2018,JT8D-219,983,2,UER,731440,731580,TPA,Vibration,7431,15264,,,,,
9,September,9/5/2018,CF6-80C2B8F,1818,2,UER,706181,704952,ATL,CRF Rework,1263,9548,,,,,
9,September,9/5/2018,BR715,9543,2,Planned,13321,13171,ATL,Turbine Blades,5387,7191,,,,,
9,September,9/5/2018,PW4060,174,1,LLP,727708,717562,LAX,LLP,956,7467,,,,,
9,September,9/6/2018,V2500,9260,2,Convenience,V20016,V20016,QRO,For other Maintenance,1464,2471,,,,,
9,September,9/7/2018,PW2000,668,2,UER,716415,,ATL,Internal Damage,6460,14504,,,,,
9,September,9/8/2018,CFM56-7B,3777,2,LLP,874377,875387,ATL,LLP,2859,2520,,,,,
9,September,9/9/2018,BR715,9566,1,Planned,13285,13418,ATL,Turbine Blades,8676,21823,,,,,
9,September,9/9/2018,V2500,9223,1,UER,V20203,V2500-d5,MSP,Failed BSI,10808,18593,,,,,
9,September,9/9/2018,CFM56-5A,3165,1,LLP,731365,731994,SLC,LLP,9262,17837,,,,,
9,September,9/10/2018,V2500,9218,2,UER,V20067,V20128,ATL,Metal in Tailpipe,9188,15413,,,,,
9,September,9/10/2018,CFM56-5A,3149,1,LLP,731569,731304,SLC,LLP,9351,18156,,,,,
9,September,9/11/2018,JT8D-219,945,2,UER,716713,725703,ATL,Oil Consumption,865,1031,,,,,
9,September,9/11/2018,V2500,9228,2,UER,V20025,,MSP,Overtemp,1907,3185,,,,,
9,September,9/12/2018,JT8D-219,942,1,Convenience,718089,,BYH,Harvest,4970,6507,,,,,
9,September,9/12/2018,JT8D-219,942,2,Convenience,718092,,BYH,Harvest,2755,3394,,,,,
9,September,9/13/2018,V2500,9237,2,Convenience,V20048,,SBD,Harvest,4857,8258,,,,,
9,September,9/13/2018,V2500,9237,1,Convenience,V20164,,SBD,Harvest,1780,3020,,,,,
9,September,9/14/2018,PW2000,5650,1,UER,726679,728771,ATL,Odor in Cabin,2201,6288,,,,,
9,September,9/14/2018,PW2000,5652,1,UER,727150,728714,ATL,Failed BSI,3331,10692,,,,,
9,September,9/15/2018,JT8D-219,983,1,UER,718150,725631,ATL,FOD,3136,4076,,,,,
9,September,9/16/2018,JT8D-219,971,1,Convenience,718449,725812,MEM,Stagger,3410,4329,,,,,
9,September,9/16/2018,CFM56-5A,3226,2,LLP,733343,733261,MSP,LLP,7057,14955,,,,,
9,September,9/16/2018,PW4168,3302,2,UER,733627,733358,ATL,Failed BSI,2913,17932,,,,,
9,September,9/17/2018,CFM56-5A,3274,1,UER,731582,733369,ATL,Oil Leak,3906,8173,,,,,
9,September,9/19/2018,PW2000,5801,1,UER,727290,728800,SFO,Stall,1910,6203,,,,,
9,September,9/19/2018,PW4168,3314,2,Convenience,733553,733617,PVG,For other Maintenance,1163,9070,,,,,
9,September,9/19/2018,PW4168,3314,1,Convenience,733578,733642,PVG,For other Maintenance,2940,23092,,,,,
9,September,9/19/2018,PW4168,3317,2,Convenience,733617,733535,PVG,For other Maintenance,2625,20881,,,,,
9,September,9/19/2018,PW4168,3317,1,Convenience,733642,733578,PVG,For other Maintenance,63,499,,,,,
9,September,9/19/2018,PW4168,3316,2,UER,735013,733565,ATL,Failed BSI,637,4882,,,,,
9,September,9/20/2018,JT8D-219,972,1,UER,708557,709829,ATL,Turbine Blades,4417,5539,,,,,
9,September,9/20/2018,JT8D-219,932,2,Convenience,717889,,BYH,Harvest,2327,2856,,,,,
9,September,9/20/2018,JT8D-219,996,2,UER,725430,725438,DCA,Turbine Blades,3719,4925,,,,,
9,September,9/20/2018,JT8D-219,986,2,Convenience,725469,726007,SAV,Stagger,458,537,,,,,
9,September,9/20/2018,JT8D-219,932,1,Convenience,726048,,BYH,Harvest,1399,1715,,,,,
9,September,9/20/2018,PW2000,6702,1,Convenience,726663,,VQQ,Harvest,2630,7807,,,,,
9,September,9/20/2018,PW2000,6702,2,Convenience,727251,,VQQ,Harvest,2833,7383,,,,,
9,September,9/20/2018,PW2000,6818,2,UER,728849,728823,ATL,Oil Consumption,324,1662,,,,,
9,September,9/21/2018,BR715,9500,1,Planned,133111,13328,ATL,Turbine Blades,31,49,,,,,
9,September,9/21/2018,CFM56-7B,3722,2,UER,892702,658453,CVG,Metal on Chip Detector,6221,16974,,,,,
9,September,9/23/2018,BR715,9588,1,Planned,13296,13322,ATL,Turbine Blades,8532,11109,,,,,
9,September,9/23/2018,JT8D-219,953,2,Convenience,726010,725395,MEM,Stagger,28,31,,,,,
9,September,9/23/2018,CFM56-5A,3141,1,LLP,731464,733254,DTW,LLP,14,24,,,,,
9,September,9/23/2018,CFM56-5A,3135,2,UER,733169,733234,MSP,LPT Removal,1181,2618,,,,,
9,September,9/25/2018,V2500,9244,1,UER,V20247,V20171,SLC,Performance,232,389,,,,,
9,September,9/25/2018,JT8D-219,9000,2,UER,726824,725488,ATL,Oil Filter Clog,401,470,,,,,
9,September,9/26/2018,BR715,9514,1,UER,13244,13208,ATL,Performance,8252,11021,,,,,
9,September,9/26/2018,PW2000,6810,2,UER,727170,728731,LAX,Oil leak,2076,10455,,,,,
9,September,9/27/2018,JT8D-219,941,2,Convenience,717382,,SBD,Harvest,1085,1297,,,,,
9,September,9/27/2018,JT8D-219,941,1,Convenience,725387,,SBD,Harvest,445,498,,,,,
9,September,9/27/2018,JT8D-219,992,1,LLP,725732,718052,SAV,LLP,4719,6410,,,,,
9,September,9/27/2018,JT8D-219,917,1,UER,726031,726048,ATL,high oil temp,3637,4624,,,,,
9,September,9/29/2018,CF6-80E1A4,3327,1,UER,811766,811767,ATL,high oil pressure,1414,11438,,,,,
9,September,9/30/2018,JT8D-219,981,2,Convenience,709827,725793,MEM,Stagger,2112,2609,,,,,
9,September,9/30/2018,BR715,9568,1,Planned,13153,13303,ATL,Turbine Blades,5116,7046,,,,,
10,October,10/1/2018,PW4168,3320,1,UER,733604,733640,ATL,Failed BSI,3967,31383,,,,,
10,October,10/2/2018,JT8D-219,949,1,UER,725878,718125,ATL,Oil Leak,3161,3942,,,,,
10,October,10/2/2018,PW2000,5644,1,UER,727179,728740,ATL,Gearbox,2609,9304,,,,,
10,October,10/3/2018,PW2000,672,1,UER,716525,728861,MSP,Failed BSI,3820,9710,,,,,
10,October,10/3/2018,CFM56-7B,3822,1,UER,657934,864229,DTW,fan disk inspection,5668,15176,,,,,
10,October,10/4/2018,JT8D-219,967,1,Convenience,718565,,SAV,Stagger,2327,2856,,,,,
10,October,10/4/2018,CFM56-7B,3752,2,LLP,876289,874377,ATL,LLP,9847,28807,,,,,
10,October,10/5/2018,PW2000,6705,1,Harvest,726605,,VQQ,Harvest,2110,6127,,,,,
10,October,10/5/2018,PW2000,6705,2,Harvest,726665,,VQQ,Harvest,696,1871,,,,,
10,October,10/5/2018,JT8D-219,991,1,UER,728018,725484,SAV,Turbine Blades,3116,4053,,,,,
10,October,10/5/2018,PW2000,5652,1,Convenience,728714,716489,ATL,Stagger,72,162,,,,,
10,October ,10/6/2018,BR715,9555,1,UER,13444,13282,ATL,Turbine Blades,8559,11304,,,,,
10,October,10/6/2018,JT8D-219,969,2,UER,718196,717838,MEM,Oil Filter Clog,1819,2216,,,,,
10,October,10/7/2018,JT8D-219,982,2,UER,725529,718059,ATL,Turbine Blades,1754,2207,,,,,
10,October,10/7/2018,PW4060,1200,2,LLP,727781,727738,LAX,LLP,1494,11786,,,,,
10,October,10/7/2018,CFM56-5A,3117,2,UER,733360,733332,SLC,Performance,4936,10019,,,,,
10,October ,10/7/2018,CF6-80C2B6,1502,1,UER,690362,690372,LAX,CRF Rework,2367,12991,,,,,
10,October,10/8/2018,PW2000,5816,2,UER,728742,728818,ATL,Failed BSI,3429,10934,,,,,
10,October,10/9/2018,V2500,9233,1,Harvest,V20147,,SBD,Harvest,6152,10369,,,,,
10,October,10/9/2018,V2500,9233,2,Harvest,V20238,,SBD,Harvest,918,1531,,,,,
10,October,10/9/2018,V2500,9221,1,UER,V20260,V20113,MSP,Failed BSI,10761,18333,,,,,
10,October,10/9/2018,JT8D-219,933,2,Harvest,725475,,BYH,Harvest,2602,3163,,,,,
10,October,10/9/2018,JT8D-219,953,1,UER,726915,718552,ATL,Fuel Leak,1081,1307,,,,,
10,October,10/9/2018,JT8D-219,933,1,Harvest,728229,,BYH,Harvest,2245,2874,,,,,
10,October,10/10/2018,BR715,9565,2,UER,13232,13260,ATL,Turbine Blades,4184,5941,,,,,
10,October,10/10/2018,PW4056,6314,2,Convenience,717514,,MZJ,Harvest,3565,31614,,,,,
10,October,10/10/2018,PW2000,690,2,UER,727153,726663,ATL,Failed BSI,3685,9692,,,,,
10,October,10/12/2018,PW2000,5653,2,Harvest,716552,,VQQ,Harvest,3791,9371,,,,,
10,October,10/12/2018,PW2000,5653,1,Harvest,726704,,VQQ,Harvest,2697,7620,,,,,
10,October,10/12/2018,PW2000,5815,1,UER,728846,727179,ATL,Failed BSI,1241,4198,,,,,
10,October,10/13/2018,BR715,9583,1,Harvest,13117,,ATG,Harvest,1065,1490,,,,,
10,October,10/13/2018,BR715,9583,2,Harvest,13192,,ATG,Harvest,1141,1613,,,,,
10,October,10/13/2018,BR715,9556,2,UER,13344,13327,ATL,Turbine Blades,8583,11009,,,,,
10,October,10/13/2018,CFM56-5A,3262,2,LLP,733247,733246,MSP,LLP,911,1980,,,,,
10,October,10/14/2018,CFM56-5A,3128,2,UER,731238,733222,SLC,Performance,4389,8689,,,,,
10,October,10/15/2018,CF6-80C2B8F,1806,1,Harvest,706193,,ILN,Harvest,1279,9571,,,,,
10,October,10/15/2018,CF6-80C2B8F,1806,2,Harvest,706254,,ILN,Harvest,1694,2153,,,,,
10,October,10/15/2018,PW2000,698,1,UER,727288,727251,ATL,Failed BSI,700,1714,,,,,
10,October,10/16/2018,CF6-80C2B8F,1807,2,LLP,706150,704857,ATL,LLP,1226,9328,,,,,
10,October,10/17/2018,BR715,9537,2,UER,13309,13194,ATL,Overtemp,8248,10672,,,,,
10,October,10/17/2018,V2500,9228,1,UER,V20021,V20164,ATL,Compressor Stall,2958,4967,,,,,
10,October,10/17/2018,PW4060,1200,1,UER,727621,724688,LAX,Failed BSI,3316,26270,,,,,
10,October,10/17/2018,PW2000,5816,2,UER,728818,728852,LAX,Surging,1615,5876,,,,,
10,October,10/18/2018,PW2000,676,1,LLP,716483,726665,ATL,LLP,3709,8616,,,,,
10,October,10/18/2018,JT8D-219,997,1,UER,728029,718175,MEM,Turbine Blades,3264,4300,,,,,
10,October,10/18/2018,JT8D-219,960,2,UER,728234,718088,ATL,Failed BSI,2807,3477,,,,,
10,October,10/19/2018,PW4060,188,1,UER,727718,717533,LAX,Failed BSI,1282,6728,,,,,
10,October,10/19/2018,PW2000,5636,1,UER,728799,728714,MSP,Oil leak,3268,11904,,,,,
10,October,10/19/2018,PW4168,3356,2,UER,733639,735015,MSP,Vibration,3086,28074,,,,,
10,October,10/19/2018,CFM56-7B,3822,2,UER,658961,657934,ATL,fan disk inspection,5726,15332,,,,,
10,October,10/20/2018,PW2000,671,1,LLP,716414,726704,ATL,LLP,5542,13351,,,,,
10,October,10/20/2018,PW2000,6706,1,UER,716590,726679,DTW,Failed BSI,5785,16122,,,,,
10,October,10/20/2018,JT8D-219,944,1,UER,718535,728229,ATL,Vibration,3852,4918,,,,,
10,October,10/20/2018,CFM56-5A,3256,2,UER,731741,733263,MSP,HPTB,8230,17512,,,,,
10,October,10/21/2018,PW2000,5813,1,UER,728862,728849,ATL,Failed BSI,4205,12981,,,,,
10,October,10/22/2018,V2500,9201,2,Harvest,V20264,,SBD,Harvest,2330,4011,,,,,
10,October,10/22/2018,V2500,9201,1,Harvest,V20271,,SBD,Harvest,2896,5006,,,,,
10,October,10/23/2018,PW2000,6803,1,UER,727164,728781,JFK,Failed BSI,3048,15729,,,,,
10,October,10/23/2018,PW4168,3320,2,UER,733616,733523,ATL,FMP,1053,8412,,,,,
10,October,10/24/2018,JT8D-219,947,1,UER,725489,725387,ATL,Vibration,877,1025,,,,,
10,October,10/25/2018,PW2000,5637,2,Harvest,728751,,VQQ,Harvest,1351,4967,,,,,
10,October,10/25/2018,PW2000,5637,1,Harvest,728830,,VQQ,Harvest,1449,5339,,,,,
10,October,10/26/2018,CF6-80C2B8F,1811,1,UER,704896,706413,ATL,CRF Rework,1240,9146,,,,,
10,October,10/26/2018,PW2000,682,1,UER,716539,716552,ATL,Failed BSI,5651,12346,,,,,
10,October,10/26/2018,PW4060,1402,2,Convenience,724148,717518,ATG,Stagger,519,2283,,,,,
10,October,10/27/2018,JT8D-219,910,2,UER,717307,725553,ATL,Oil Leak,4829,6217,,,,,
10,October,10/27/2018,JT8D-219,939,2,Harvest,718083,,SBD,Harvest,1187,1416,,,,,
10,October,10/27/2018,JT8D-219,9012,2,UER,725419,726078,ATL,Overboost,4886,6220,,,,,
10,October,10/27/2018,JT8D-219,939,1,Harvest,725993,,SBD,Harvest,134,152,,,,,
10,October,10/29/2018,PW4168,3304,2,UER,733559,733554,ATL,Failed BSI,1922,14948,,,,,
10,October,10/30/2018,BR715,9513,1,UER,13152,13117,ATL,Turbine Blades,8624,11303,,,,,
10,October,10/30/2018,PW4168,3353,1,UER,733633,735013,ATL,Failed BSI,3255,29331,,,,,
10,October,10/30/2018,CF6-80C2B6,1506,1,UER,695339,690363,ATL,CRF Rework,1829,11839,,,,,
10,October,10/31/2018,JT8D-219,970,1,UER,718514,718565,ATL,External Engine,1629,2002,,,,,
10,October,10/31/2018,PW2000,672,1,Convenience,728861,726605,LAX,Stagger,79,240,,,,,
11,November,11/1/2018,PW4060,1402,1,Scheduled,724150,717515,ATG,LLP,2562,15727,,,,,
11,November,11/2/2018,CF6-80C2B8F,1810,2,Planned,704897,706181,ATL,CRF Rework,1122,8236,,,,,
11,November,11/2/2018,JT8D-219,992,2,Planned,716765,726070,SAV,Failed BSI,2703,3476,,,,,
11,November,11/2/2018,PW4060,171,2,Planned,727724,717580,LAX,Performance,2243,17660,,,,,
11,November ,11/3/2018,PW2000,6706,2,Scheduled,726710,716581,ATL,LLP,6420,17185,,,,,
11,November,11/4/2018,PW2000,6817,1,Planned,728773,728861,LAX,Performance Downrate,4345,21672,,,,,
11,November,11/4/2018,CFM56-5A,3237,2,UER,731243,733208,ATL,Odor in Cabin,2456,5200,,,,,
11,November,11/5/2018,BR715,9554,2,Planned,13256,13192,ATL,Turbine Blades,8485,11099,,,,,
11,November,11/5/2018,PW4060,187,2,UER,724144,724656,BOS,Oil Leak,273,2030,,,,,
11,November,11/6/2018,CFM56-5A,3245,2,Planned,731328,733113,CVG,HPTB,3250,6854,,,,,
11,November,11/7/2018,CF6-80C2B8F,1813,1,Planned,706386,706193,ATL,CRF Rework,2145,16313,,,,,
11,November,11/8/2018,JT8D-219,9012,1,Scheduled,708527,726827,SAV,LLP,2470,2990,,,,,
11,November,11/8/2018,V2500,9221,1,UER,V20113,V20144,BDL,Compressor Stall,106,160,,,,,
11,November,11/8/2018,CFM56-5A,3271,2,Scheduled,733294,733167,MSP,LLP,8110,16902,,,,,
11,November,11/8/2018,Trent 890,7006,2,Planned,51193,51422,MSP,Oil Consumption,713,6934,,,,,
11,November,11/9/2018,CF6-80C2B6F,1521,1,UER,704808,704702,SEA,Oil Leak,325,2503,,,,,
11,November,11/9/2018,V2500,9248,1,Convenience,V20194,,BYH,Harvest,1562,2644,,,,,
11,November,11/9/2018,V2500,9248,2,Convenience,V20201,,BYH,Harvest,1589,2688,,,,,
11,November,11/9/2018,CFM56-7B,3748,1,Planned,888194,876674,CVG,Airworthiness Directive,1956,5396,,,,,
11,November,11/10/2018,CFM56-7B,3708,2,UER,876435,888152,LAX,Oil Leak,8224,23139,,,,,
11,November,11/10/2018,CFM56-7B,3609,2,Scheduled,888108,874442,ATL,LLP,9302,18873,,,,,
11,November,11/12/2018,JT8D-219,924,1,Convenience,709724,,BYH,Harvest,2177,2589,,,,,
11,November,11/12/2018,BR715,9543,2,UER,13171,13213,DTW,Compressor Stall,327,484,,,,,
11,November,11/12/2018,JT8D-219,943,2,Convenience,718584,,BYH,Harvest,4212,5354,,,,,
11,November,11/12/2018,JT8D-219,924,1,Convenience,725356,,BYH,Harvest,4020,5024,,,,,
11,November,11/12/2018,JT8D-219,943,1,Convenience,726021,,BYH,Harvest,4751,6131,,,,,
11,November,11/12/2018,PW2000,6801,1,UER,728750,728830,LAX,Odor in Cabin,1790,9213,,,,,
11,November,11/14/2018,JT8D-219,944,2,Convenience,725959,,SBD,Harvest,3657,4618,,,,,
11,November,11/14/2018,JT8D-219,938,1,Convenience,725979,,SBD,Harvest,1200,1466,,,,,
11,November,11/14/2018,CFM56-7B,3802,2,Planned,658277,658961,ATL,fan disk inspection,6580,17802,,,,,
11,November,11/15/2018,JT8D-219,988,2,UER,718223,718083,ATL,Overtemp,814,957,,,,,
11,November,11/15/2018,JT8D-219,976,1,Scheduled,725449,725722,SAV,LLP,2649,3236,,,,,
11,November,11/16/2018,CF6-80E1A4,3325,2,UER,811744,811482,ATL,Bearing Failure,1845,14695,,,,,
11,November,11/16/2018,BR715,9531,1,Convenience,13202,,SBD,Harvest,3026,4363,,,,,
11,November,11/16/2018,BR715,9531,2,Convenience,13229,,SBD,Harvest,29362,42509,,,,,
11,November,11/17/2018,BR715,9522,2,Planned,13212,13238,ATL,Failed BSI,2708,3853,,,,,
11,November,11/17/2018,JT8D-219,992,2,UER,726070,725356,EWR,Oil Filter Clog,60,65,,,,,
11,November,11/18/2018,PW2000,5635,2,UER,728754,727164,LAX ,Oil Leak,3561,13234,,,,,
11,November,11/19/2018,JT8D-219,938,2,Convenience,709968,,SBD,Harvest,2597,3210,,,,,
11,November,11/19/2018,JT8D-219,944,1,Convenience,728229,,SBD,Harvest,2294,2931,,,,,
11,November,11/19/2018,PW2000,6806,2,UER,728777,728818,ATL,Oil Leak,2938,14599,,,,,
11,November,11/20/2018,PW4168,3313,2,Planned,733620,733549,ATL,LPT Campaign,535,4259,,,,,
11,November,11/21/2018,CF6-80C2B6F,1607,1,Planned,706101,704865,SEA,CRF Rework,2716,23241,,,,,
11,November,11/21/2018,JT8D-219,910,2,UER,725553,725483,ATL,Smoke in Cabin,94,110,,,,,
11,November,11/21/2018,CFM56-5A,3220,2,Planned,733112,731730,SLC,Performance,6615,133328,,,,,
11,November,11/22/2018,CF6-80C2B8F,1817,2,Planned,706206,704896,ATL,CRF Rework,1277,9630,,,,,
11,November,11/22/2018,BR715,9574,1,Planned,13356,13193,ATL,Turbine Blades,8388,11137,,,,,
11,November,11/22/2018,CFM56-7B,3720,2,Scheduled,876469,874980,CVG,LLP,4934,14132,,,,,
11,November,11/23/2018,CFM56-5A,3164,2,Planned,731625,733211,MSP,Internal Damage,847,1811,,,,,
11,November,11/24/2018,BR715,9551,1,Convenience,13407,13111,ATL,Lease Return,1514,2254,,,,,
11,November,11/24/2018,JT8D-219,987,2,Planned,728246,726010,ATL,Overtemp,1656,1981,,,,,
11,November,11/25/2018,JT8D-219,937,2,UER,726069,725959,ATL,Internal Damage,2287,2780,,,,,
11,November,11/27/2018,BR715,9542,2,Convenience,13234,13319,ATL,Lease Return,1185,1665,,,,,
11,November,11/27/2018,GE90,7104,1,Planned,906584,906767,ATL,FMP,3979,44105,,,,,
11,November,11/28/2018,CF6-80C2B8F,1801,2,Planned,704953,706145,ATL,CRF Rework,1236,9183,,,,,
11,November,11/28/2018,JT8D-219,9007,1,Scheduled,725790,725390,SAV,LLP,2699,3284,,,,,
11,November,11/29/2018,BR715,9506,1,UER,13203,13331,ATL,BBV Fault,1729,2574,,,,,
11,November,11/29/2018,JT8D-219,916,1,UER,718214,726918,ATL,FOD,600,674,,,,,
11,November,11/29/2018,PW4060,1401,2,Convenience,724750,717540,ATL,Stagger,2835,11342,,,,,
11,November,11/29/2018,CFM56-5A,3260,1,Convenience,731183,,MSP,Stagger,7285,14072,,,,,
11,November,11/29/2018,PW4060,1401,2,Convenience,724750,717540,ATL,Stagger,2835,11342,,,,,
11,November,11/29/2018,CFM56-5A,3260,1,Convenience,731183,731864,MSP,Stagger,7306,14118,,,,,
11,November,11/29/2018,CFM56-7B,3839,1,UER,661815,854103,DTW,fan disk inspection,4726,12591,,,,,
12,December,12/1/2018,PW4168,3361,1,Planned,733561,733641,ATL,FMP,2091,19882,,,,,
12,December,12/2/2018,CFM56-5A,3101,1,UER,733293,733321,MEX,Internal Damage,8911,16553,,,,,
12,December,12/3/2018,JT8D-219,945,2,Convenience,725703,,SBD,Harvest,401,440,,,,,
12,December,12/3/2018,JT8D-219,945,1,Convenience,726047,,SBD,Harvest,1937,2318,,,,,
12,December,12/4/2018,BR715,9577,2,UER,13413,13274,ATL,Failed BSI,5201,6967,,,,,
12,December,12/4/2018,PW2000,696,2,Planned,716365,728773,ATL,Failed BSI,3720,9087,,,,,
12,December,12/4/2018,JT8D-219,964,1,Scheduled,718212,725869,MEM,LLP,2950,3659,,,,,
12,December,12/4/2018,CFM56-7B,3725,2,Scheduled,876292,876289,CVG,LLP,6032,17307,,,,,
12,December,12/6/2018,BR715,9537,2,Convenience,13194,,SBD,Harvest,157,238,,,,,
12,December,12/6/2018,BR715,9537,1,UER,13325,,SBD,Harvest,1753,2461,,,,,
12,December,12/6/2018,CFM56-5A,3133,1,Planned,733331,731183,MSP,Performance,5644,11783,,,,,
12,December,12/7/2018,BR715,9572,2,UER,13368,13321,DTW,FOD,5883,8072,,,,,
12,December,12/7/2018,V2500,9238,1,Convenience,V20135,,BYH,Harvest,6795,11497,,,,,
12,December,12/7/2018,V2500,9238,2,Convenience,V20244,,BYH,Harvest,3220,5490,,,,,
12,December,12/7/2018,JT8D-219,998,1,UER,726933,725979,ATL,Turbine Blades,2490,3099,,,,,
12,December,12/8/2018,PW4168,3314,2,Planned,733167,733573,ATL,FMP,123,251,,,,,
12,December,12/10/2018,BR715,9533,2,Planned,13422,13160,ATL,Turbine Blades,6687,9405,,,,,
12,December,12/10/2018,CFM56-5A,3231,2,Planned,731583,,DTW,Performance,7354,15117,,,,,
12,December,12/10/2018,JT8D-219,9004,2,UER,718127,718249,ATL,Overtemp,2854,3477,,,,,
12,December,12/10/2018,V2500,9262,2,Planned,V20055,V20095,MSP,Failed BSI,9966,16901,,,,,
12,December,12/10/2018,CFM56-7B,3739,2,Planned,891779,892702,CVG,Lease Return,3015,8456,,,,,
12,December,12/11/2018,PW2000,623,1,Convenience,716415,,N/A,For other Maintenance,6460,14504,,,,,
12,December,12/11/2018,PW2000,623,2,Convenience,716457,,N/A,For other Maintenance,4806,11270,,,,,
12,December,12/11/2018,PW2000,5647,1,UER,727174,728799,LAX,Bearing Failure,4333,15347,,,,,
12,December,12/13/2018,JT8D-219,962,2,Scheduled,718225,725548,SAV,LLP,3962,5079,,,,,
12,December,12/14/2018,JT8D-219,980,2,UER,717306,725703,ATL,Turbine Blades,1890,2302,,,,,
12,December,12/15/2018,PW2000,693,2,Scheduled,727107,726710,ATL,LLP,6136,13074,,,,,
12,December,12/15/2018,CFM56-5A,3244,2,Convenience,731703,731551,MSP,Stagger,,,,,,,
12,December,12/16/2018,JT8D-219,9003,1,UER,725819,725993,BDL,Overboost,916,1083,,,,,
12,December,12/16/2018,PW2000,673,1,Scheduled,727157,716539,MSP,LLP,6197,15351,,,,,
12,December,12/17/2018,PW2000,6819,1,UER,728812,727150,ATL,Slow to Accel,5001,16276,,,,,
12,December,12/17/2018,PW4168,3312,2,UER,733638,733599,ATL,Failed BSI,2025,16040,,,,,
12,December,12/18/2018,JT8D-219,935,2,Harvest,717329,,SBD,Harvest,740,862,,,,,
12,December,12/18/2018,JT8D-219,935,1,Harvest,725362,,SBD,Harvest,4558,5923,,,,,
12,December,12/19/2018,CFM56-5A,3158,1,Planned,731364,733294,MSP,Performance,5714,11331,,,,,
12,December,12/20/2018,CF6-80C2B8F,1802,1,Planned,706120,706206,ATL,CRF Rework,1194,8744,,,,,
12,December,12/20/2018,PW4060,196,2,UER,724682,724148,ATL,Failed BSI,1888,11233,,,,,
12,December,12/21/2018,JT8D-219,910,1,Convenience,717352,718129,ATL,Stagger,1220,1412,,,,,
12,December,12/21/2018,JT8D-219,946,2,Convenience,725354,,BYH,Harvest,2747,3366,,,,,
12,December,12/21/2018,JT8D-219,946,1,Convenience,725536,,BYH,Harvest,1143,1338,,,,,
12,December,12/21/2019,BR715,9583,1,Convenience,13202,,SBD,Harvest,,,,,,,
12,December,12/21/2019,BR715,9583,2,Convenience,13229,,SBD,Harvest,,,,,,,
12,December,12/22/2018,CFM56-5A,3135,1,Scheduled,731571,731703,MSP,LLP,6406,13779,,,,,
12,December,12/22/2018,CFM56-7B,3831,2,Planned,660599,661815,ATL,fan disk inspection,5128,14101,,,,,
12,December,12/23/2018,BR715,9524,1,Convenience,13230,13325,ATL,Lease Return,3160,4321,,,,,
12,December,12/24/2018,JT8D-219,955,1,Convenience,728144,,ATL,For other Maintenance,,,,,,,
12,December,12/26/2018,PW2000,6806,1,Scheduled,727262,728750,ATL,LLP,4170,21010,,,,,
12,December,12/27/2018,JT8D-219,985,2,UER,717869,725553,ATL,Oil Consumption,706,788,,,,,
12,December,12/28/2018,CFM56-7B,3760,1,Scheduled,875403,875976,CVG,LLP,6191,17967,,,,,
12,December,12/29/2018,JT8D-219,922,2,UER,717867,725475,ATL,Turbine Blades,1574,1833,,,,,
12,December,12/31/2018,V2500,9225,1,Scheduled,V20006,V20147,MSP,LLP,4318,7223,,,,,
12,December,12/31/2018,PW4168,3301,2,Planned,733570,733627,ATL,FMP,3380,26683,,,,,
1,January,1/1/2019,PW2000,683,2,UER,728865,716525,ATL,Failed BSI,1887,4612,,,,,
1,January,1/2/2019,PW2000,6701,1,UER,727266,716414,ATL,2.5 Bleed Fault,5126,13763,,,,,
1,January,1/3/2019,JT8D-219,9007,2,Convenience,725689,718120,MEM,Stagger,5079,6601,,,,,
1,January,1/3/2019,PW2000,5649,2,UER,728836,728751,MSP,Failed BSI,4705,15515,,,,,
1,January,1/3/2019,CFM56-5A,3219,1,UER,733340,731513,DTW,Performance,8670,17499,,,,,
1,January,1/4/2019,JT8D-219,9011,1,UER,718037,726021,ATL,FOD,2364,2897,,,,,
1,January,1/4/2019,JT8D-219,937,2,Convenience,725959,,BYH,Aircraft Park,3782,4770,,,,,
1,January,1/4/2019,JT8D-219,937,1,Convenience,726880,,BYH,Aircraft Park,3067,3744,,,,,
1,January,1/4/2019,CFM56-5A,3223,1,UER,733300,731365,MSP,Performance,6528,13301,,,,,
1,January,1/4/2019,CFM56-7B,3711,1,LLP,876592,874945,CVG,LLP,7414,21166,,,,,
1,January,1/5/2019,CFM56-5A,3160,1,UER,733207,731407,MSP,Oil Leak,6863,14088,,,,,
1,January,1/5/2019,CFM56-7B,3740,1,UER,  889495,889199,ATL,Internal Damage,10120,27975,,,,,
1,January,1/6/2019,CF6-80C2B8F,1813,2,UER,706288,706386,ATL,Oil Consumption,1053,7567,,,,,
1,January,1/6/2019,JT8D-219,916,1,UER,726918,726047,ATL,Gearbox,188,235,,,,,
1,January,1/6/2019,CFM56-7B,3829,1,UER,660452,660599,ATL,Oil Consumption,5482,14576,,,,,
1,January,1/7/2019,CFM56-5A,3115,2,UER,731432,731321,SLC,Performance,844,1934,,,,,
1,January,1/8/2019,JT8D-219,950,1,UER,726003,726847,ATL,Turbine Blades,3801,4706,,,,,
1,January,1/8/2019,PW4060,181,2,UER,727678,724750,ATL,Performance,3083,21018,,,,,
1,January,1/10/2019,JT8D-219,952,1,Convenience,718273,,BYH,Aircraft Park,2994,3687,,,,,
